label,gender,log_mel_0,log_mel_1,log_mel_2,log_mel_3,log_mel_4,log_mel_5,log_mel_6,log_mel_7,log_mel_8,log_mel_9,log_mel_10,log_mel_11,log_mel_12,log_mel_13,log_mel_14,log_mel_15,log_mel_16,log_mel_17,log_mel_18,log_mel_19,log_mel_20,log_mel_21,log_mel_22,log_mel_23,log_mel_24,log_mel_25,log_mel_26,log_mel_27,log_mel_28,log_mel_29,log_mel_30,log_mel_31,log_mel_32,log_mel_33,log_mel_34,log_mel_35,log_mel_36,log_mel_37,log_mel_38,log_mel_39,log_mel_40,log_mel_41,log_mel_42,log_mel_43,log_mel_44,log_mel_45,log_mel_46,log_mel_47,log_mel_48,log_mel_49,log_mel_50,log_mel_51,log_mel_52,log_mel_53,log_mel_54,log_mel_55,log_mel_56,log_mel_57,log_mel_58,log_mel_59,log_mel_60,log_mel_61,log_mel_62,log_mel_63,log_mel_64,log_mel_65,log_mel_66,log_mel_67,log_mel_68,log_mel_69,log_mel_70,log_mel_71,log_mel_72,log_mel_73,log_mel_74,log_mel_75,log_mel_76,log_mel_77,log_mel_78,log_mel_79,log_mel_80,log_mel_81,log_mel_82,log_mel_83,log_mel_84,log_mel_85,log_mel_86,log_mel_87,log_mel_88,log_mel_89,log_mel_90,log_mel_91,log_mel_92,log_mel_93,log_mel_94,log_mel_95,log_mel_96,log_mel_97,log_mel_98,log_mel_99,log_mel_100,log_mel_101,log_mel_102,log_mel_103,log_mel_104,log_mel_105,log_mel_106,log_mel_107,log_mel_108,log_mel_109,log_mel_110,log_mel_111,log_mel_112,log_mel_113,log_mel_114,log_mel_115,log_mel_116,log_mel_117,log_mel_118,log_mel_119,log_mel_120,log_mel_121,log_mel_122,log_mel_123,log_mel_124,log_mel_125,log_mel_126,log_mel_127,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39
calm,1,-59.68218,-50.184364,-44.358463,-46.39747,-50.820976,-50.258713,-48.359287,-49.453175,-52.257698,-52.574432,-50.807545,-51.8001,-54.111145,-51.81161,-50.964912,-52.878773,-53.16516,-53.325882,-54.41892,-55.953144,-57.64016,-57.391357,-58.28307,-59.755554,-59.853188,-60.00646,-61.999287,-62.06509,-61.503757,-61.27414,-60.778957,-61.751038,-62.05367,-60.82324,-60.058594,-59.49997,-59.91604,-60.662754,-59.818745,-59.041386,-59.531616,-60.053288,-60.300194,-60.91974,-61.099125,-61.20802,-60.99175,-61.27938,-63.636436,-64.13585,-64.26961,-64.55826,-64.88504,-64.45576,-64.5624,-64.34319,-63.31163,-62.12136,-61.986916,-62.69284,-64.48881,-66.3357,-66.65933,-67.40675,-67.30491,-66.82857,-66.59191,-66.090904,-66.6201,-66.77282,-67.16098,-67.374626,-68.970894,-70.40727,-69.09551,-67.84397,-67.049385,-67.653885,-68.58597,-69.72419,-70.21971,-70.59366,-70.3311,-69.745,-68.5166,-67.4514,-67.422455,-68.51985,-69.63623,-70.280174,-70.31715,-70.42451,-70.88421,-71.71267,-72.65737,-73.66839,-73.74079,-73.35763,-72.486824,-71.47904,-71.100365,-70.7402,-70.369514,-70.83823,-70.840004,-70.8152,-69.825,-69.51486,-69.156395,-69.25435,-70.304184,-70.70734,-70.9875,-71.54639,-72.20407,-73.765434,-74.66917,-75.84415,-76.41693,-77.136024,-78.14511,-78.81814,-78.98605,-79.638695,-79.92237,-80.6401,-81.63958,-82.083145,-735.9587,83.71625,8.72074,16.973064,1.300417,16.308207,-2.9989038,8.180386,-9.681774,1.4794084,-8.105539,-3.2144182,3.27963,0.31779954,2.817018,-0.3487215,-2.9823346,1.2632202,1.0595356,-2.9681041,-2.5794723,-1.8215866,-1.6087782,0.5621385,-4.6880345,-3.7237337,-0.39201403,0.101669505,-3.5758033,-2.924894,0.51331097,-1.1766056,-3.279184,0.89711237,-1.970183,-1.853939,-0.55244935,-2.6094406,-2.0077806,-1.0270189
calm,1,-60.304413,-49.80905,-45.27484,-47.906326,-51.621586,-50.366573,-49.76999,-49.698166,-50.97109,-51.220974,-50.31453,-52.089386,-53.039978,-51.47435,-51.425835,-52.541515,-52.08709,-53.194393,-54.792576,-55.70838,-56.931538,-56.996506,-57.06664,-58.176655,-58.082596,-59.274445,-62.171593,-61.77372,-61.232834,-61.211582,-61.12881,-61.718437,-61.873634,-61.379623,-59.015232,-58.117313,-59.417046,-59.716972,-58.65466,-58.273556,-58.08941,-58.61088,-58.22083,-58.250546,-58.23008,-58.40255,-59.207405,-59.363075,-62.20806,-62.728657,-62.2116,-62.51741,-63.127617,-61.876266,-62.126278,-62.225674,-61.04518,-59.973263,-60.06265,-61.236008,-62.397366,-64.05502,-63.855114,-64.782005,-64.51651,-64.08951,-63.355083,-62.816364,-63.408966,-63.796043,-64.36011,-65.0276,-66.48883,-67.75743,-67.7101,-66.6746,-66.09739,-66.655304,-67.61418,-68.755714,-68.95959,-69.10099,-68.7772,-68.39343,-67.9005,-67.496605,-67.179825,-67.61593,-68.80495,-70.13534,-70.61862,-70.8272,-70.929115,-71.56565,-72.06426,-72.75533,-72.48066,-72.29244,-71.72029,-71.14892,-70.98205,-70.06148,-69.27937,-69.41887,-69.73101,-70.31715,-70.43549,-70.10661,-69.826805,-69.69833,-70.03432,-70.489716,-70.92951,-71.30998,-72.62898,-73.77395,-74.44197,-75.82189,-76.72911,-76.65331,-76.63315,-77.02753,-77.111824,-77.46378,-78.1945,-79.15719,-80.44426,-81.02103,-724.8058,83.05965,0.8636634,13.715781,5.3935227,15.34207,-3.8907712,6.682707,-9.109153,-2.3108945,-7.557554,-2.6653073,4.4087,0.1478567,1.0969508,-0.124872975,-4.1364384,-0.092557095,1.5357995,-1.9606645,-3.120945,-1.0665365,-0.7461588,2.2444818,-4.4618015,-2.869207,-2.0471349,0.80569756,-3.4585025,-1.2835168,0.78016394,-1.3988303,-2.0538998,0.47394863,-1.0737795,-0.77955675,-1.4536699,-2.325875,-2.7308967,-2.0387225
happy,1,-58.299572,-53.233055,-47.319374,-45.022533,-43.814472,-46.384235,-50.096985,-47.399784,-45.997887,-46.836086,-47.44512,-47.746902,-48.26465,-47.79529,-47.68869,-47.791836,-48.072662,-50.23318,-52.0766,-51.24227,-51.736958,-52.3831,-53.789165,-55.281094,-55.44275,-55.192974,-56.08745,-55.735527,-55.65915,-55.645813,-55.53755,-56.55309,-56.784515,-56.375355,-56.191994,-55.93856,-56.842205,-56.785168,-56.001186,-55.121807,-55.064,-55.935715,-55.98268,-55.287952,-55.0862,-55.123444,-55.579113,-56.345818,-57.205894,-56.898376,-57.538734,-58.18585,-58.340508,-58.09792,-58.260162,-58.22002,-57.26989,-57.032402,-57.113342,-57.23469,-58.02429,-58.928562,-59.743248,-60.405285,-60.14072,-59.54945,-58.546894,-58.099464,-57.574398,-57.33795,-58.279945,-59.9622,-62.22678,-63.51469,-64.291115,-65.0617,-64.877846,-64.9299,-65.19118,-65.35886,-65.998344,-66.19039,-65.069374,-63.413067,-62.315254,-62.265625,-63.57254,-64.18037,-64.675995,-65.950905,-66.223434,-66.579895,-66.82981,-67.27123,-67.76875,-68.10711,-67.60158,-67.12489,-66.693474,-66.18044,-66.1628,-66.78631,-67.06466,-67.03111,-66.123146,-65.18294,-65.29285,-65.75412,-66.26331,-66.58734,-66.752,-66.65921,-66.99868,-67.60844,-68.21264,-68.96176,-69.65739,-70.57158,-71.46321,-71.803505,-71.8799,-72.198204,-72.39429,-72.778854,-72.95109,-73.34043,-73.93719,-73.979675,-679.53876,78.69846,0.66773736,10.390019,5.2070203,11.525229,-7.0435305,2.0349188,-6.769451,-3.4523163,-8.604058,-2.1430967,2.153603,-5.775893,-1.6065857,1.34266,-3.685317,-2.2485824,2.962755,-2.2755642,-5.540474,-1.7210923,-1.0960617,-1.776108,-3.8315887,-2.8404799,-0.49156976,-1.1081337,-4.4803314,-1.8882798,-1.4461464,-2.3935592,-3.6692696,-0.49370503,-1.3198105,-3.2003286,-0.4007337,-2.3981788,-2.7368388,-1.2463549
happy,1,-54.473473,-50.29503,-44.625034,-42.868187,-42.96602,-45.437103,-47.40072,-45.508717,-44.72782,-46.435196,-45.514576,-45.485695,-46.586483,-46.377754,-45.497078,-45.67622,-46.498238,-49.4532,-49.851837,-49.190197,-50.370686,-51.97942,-52.60232,-53.144375,-53.524395,-54.365295,-55.02955,-55.007763,-55.59033,-55.8538,-54.63546,-54.401253,-55.105156,-54.875744,-53.506184,-53.41647,-55.162212,-55.047928,-54.717445,-54.755154,-53.139698,-52.847298,-53.752163,-53.35801,-53.2633,-53.373245,-53.453312,-53.859554,-54.971954,-55.012085,-54.88491,-55.799576,-56.247425,-56.527542,-55.961052,-55.67855,-55.0674,-53.790005,-54.30355,-54.773655,-55.65317,-57.27394,-57.722298,-57.91111,-57.5994,-57.223907,-56.482098,-55.007183,-54.574997,-54.426044,-55.710316,-57.7116,-60.25629,-62.83876,-63.65181,-63.610332,-63.749454,-63.445625,-63.54489,-63.8873,-63.83218,-63.746136,-63.15168,-61.471764,-60.136005,-60.10209,-61.08264,-61.737648,-62.04973,-63.005787,-64.277275,-64.76177,-64.6311,-65.24051,-66.112305,-66.17569,-65.96093,-64.94592,-64.98723,-65.41194,-65.96257,-66.43981,-65.64655,-64.66955,-63.80458,-63.859146,-63.797318,-64.42158,-65.3306,-66.13751,-65.50483,-65.053276,-65.40974,-65.86603,-65.97677,-66.7859,-67.915,-68.669624,-69.2757,-69.86238,-70.21895,-70.37535,-70.4558,-70.466644,-70.522385,-70.65287,-70.840065,-70.840065,-658.3063,78.063484,-0.78696334,10.139038,8.304725,12.286283,-4.871698,0.52415824,-5.5969224,-3.2145643,-9.875024,-1.7062536,3.7575343,-5.973937,-0.33157265,2.978453,-3.0217645,-2.56812,3.6451254,-2.1180198,-5.3756084,-2.093978,1.6240494,-1.1843982,-3.4878757,-3.219388,-0.42661506,-1.2460376,-5.8568635,-0.63024527,-0.46622038,-1.6577942,-2.3192806,-1.458005,-1.349073,-3.2940538,-0.007916082,-1.3784136,-3.117127,-0.7991845
happy,1,-59.52908,-53.76311,-47.00143,-45.681347,-46.66414,-49.069,-50.082577,-47.294468,-47.295486,-48.843464,-49.37285,-48.986603,-48.96962,-47.777645,-47.670044,-49.08829,-49.676983,-50.684845,-51.649097,-52.845142,-54.52492,-54.71019,-54.421112,-55.741787,-56.991528,-57.31056,-58.087807,-57.38765,-57.191547,-58.061607,-57.715702,-58.118942,-58.169758,-57.916767,-57.094334,-56.41777,-57.13381,-57.939667,-56.94795,-55.84499,-56.70358,-56.663727,-56.545353,-56.815247,-56.063236,-56.44196,-56.87359,-57.478104,-59.370434,-59.518845,-59.820923,-60.578915,-60.922318,-60.634842,-61.209167,-60.725903,-60.059654,-59.40388,-58.91825,-58.51265,-59.520042,-60.49723,-60.430325,-61.577366,-61.049618,-60.50992,-59.784416,-59.215115,-59.11799,-59.036934,-60.1343,-61.52951,-63.609905,-64.91807,-64.835335,-65.607765,-66.4019,-66.48815,-66.31769,-66.12689,-66.895775,-66.586044,-64.84234,-63.191643,-62.32293,-62.913605,-63.871216,-64.82683,-65.62354,-67.04252,-67.58049,-66.91909,-66.86052,-68.61413,-70.14169,-70.093636,-69.57869,-69.31547,-69.4392,-68.67389,-67.85423,-67.594406,-67.7939,-67.487045,-66.962776,-67.224236,-67.1273,-67.49207,-67.638,-67.80055,-67.581276,-67.37367,-67.8616,-67.9461,-68.161896,-68.825806,-70.2955,-71.684135,-72.28386,-72.65767,-73.07594,-73.320465,-73.37686,-73.7411,-73.94126,-74.397,-75.1944,-75.62379,-693.60925,77.67328,2.3561034,12.037886,5.2729096,9.53762,-5.2778482,3.8140175,-8.2640085,-3.2064865,-11.793282,-2.4545703,4.334239,-4.883298,-2.1284635,2.0463533,-3.1290445,-1.5454041,3.1501718,-3.032046,-4.2286024,-1.6262956,-0.1314131,-2.0115032,-4.532954,-2.1244311,-2.6634707,-0.5832779,-3.9130845,-2.240809,-0.5822533,-1.6909922,-3.7925246,0.030992014,-0.82077825,-2.3679042,-0.67349875,-2.0501904,-2.426102,-1.1997958
happy,1,-58.06049,-50.17117,-43.901268,-44.099655,-46.071453,-47.77925,-47.99476,-45.908604,-47.181942,-49.054295,-48.819145,-48.06002,-48.59012,-48.03942,-48.333927,-49.417698,-49.47158,-50.40511,-51.659203,-52.580826,-54.457428,-54.36933,-54.634083,-56.70627,-57.50008,-57.155655,-57.42255,-57.929386,-58.197266,-57.656616,-56.726875,-57.90651,-57.861126,-56.781765,-56.572567,-56.53532,-56.3335,-57.226585,-57.5504,-56.414623,-56.49026,-56.859695,-56.497917,-56.93556,-57.050888,-56.971714,-57.626144,-57.847633,-59.092842,-59.672504,-59.584175,-59.879635,-60.35868,-60.10135,-60.335613,-60.02376,-58.714,-57.765198,-57.46844,-57.566833,-58.59332,-59.78491,-59.979263,-60.63683,-60.280437,-59.44935,-58.59774,-57.97158,-57.674793,-57.55512,-58.081223,-59.92117,-62.147392,-62.57743,-62.369823,-63.04446,-64.35247,-64.5627,-64.42613,-64.87538,-65.42993,-65.12498,-64.0614,-62.318993,-61.26093,-61.753902,-62.74288,-63.421967,-64.58123,-65.32787,-65.95627,-65.78106,-65.17073,-66.2028,-68.523705,-68.4197,-68.15103,-67.71199,-67.347176,-66.80381,-65.77087,-65.55818,-66.3914,-66.17288,-65.772514,-66.1014,-66.19557,-65.90733,-65.62302,-66.1151,-66.212296,-66.25667,-65.932724,-66.38706,-67.5254,-68.33583,-69.39686,-70.86971,-71.5513,-72.40241,-72.87229,-72.89198,-73.02587,-73.50188,-73.885475,-74.56104,-75.43961,-75.7904,-683.93146,74.13294,1.0578566,17.886679,6.339445,11.593822,-5.891603,6.825027,-6.5876675,-1.8747079,-10.637552,-2.125946,2.7909563,-3.7434037,0.072477825,2.1894686,-2.983517,-1.3212404,3.2872798,-3.3843741,-4.5398107,-1.5245886,-0.54932123,-1.0891922,-4.567564,-1.847011,-2.226486,-0.41840056,-3.8095338,-2.6951325,0.022677455,-1.1722952,-4.3156266,-0.29629803,-1.4798708,-2.2765546,-0.5102118,-2.18103,-2.1710746,-1.2014517
happy,1,-58.608334,-55.39061,-52.49737,-48.47792,-43.924175,-41.94972,-42.61548,-43.115574,-45.242992,-46.923725,-44.586544,-43.98472,-44.532417,-44.231647,-44.208813,-44.426365,-44.249367,-45.957535,-47.895046,-48.266563,-49.511208,-49.594032,-48.850758,-48.4539,-49.241566,-51.160316,-54.177235,-53.52898,-52.00312,-50.974106,-50.609818,-51.474026,-52.823868,-53.54386,-51.427853,-49.842075,-50.273308,-51.254597,-51.285156,-50.639877,-50.990738,-51.16576,-51.34743,-51.311626,-50.679867,-51.126183,-51.665024,-50.738735,-51.72876,-52.976643,-52.703884,-51.902424,-53.02492,-53.360313,-53.28546,-53.42727,-53.442894,-52.8098,-52.58871,-52.830452,-53.632156,-54.599976,-54.97177,-55.10985,-55.391525,-55.538464,-55.128883,-54.919468,-54.862896,-55.305954,-55.571014,-56.58208,-57.245945,-58.733707,-58.960964,-59.163383,-58.773083,-58.179768,-58.196796,-58.04408,-57.78248,-56.663013,-55.738495,-55.466385,-55.671406,-56.683876,-57.096695,-57.76282,-58.497078,-59.834126,-61.03752,-61.016792,-60.749237,-60.757744,-60.859013,-61.35384,-61.185547,-60.736717,-61.147522,-61.12798,-60.58263,-60.00291,-60.256622,-60.043262,-60.026234,-60.184624,-60.22773,-60.884003,-61.984413,-62.522816,-62.656784,-62.83001,-63.363247,-63.797768,-64.10375,-64.43202,-65.20977,-65.93286,-66.29006,-66.736015,-66.91248,-66.99958,-67.06571,-67.258705,-67.53435,-68.070496,-68.7257,-68.875565,-627.4205,67.704384,-6.6694894,9.967615,-3.0760908,7.208737,-5.0634565,-2.993555,-10.524828,-4.989577,-8.107446,-8.362473,0.3314784,-4.24365,-5.219749,0.21778569,-4.321857,-4.636044,-1.4735872,-3.0157268,-5.517128,-2.4348655,-1.3653436,-4.1196713,-4.51203,-3.3126726,-3.6878445,-2.3038878,-4.781651,-2.5594134,-1.9499012,-1.6940224,-1.2470002,0.8549284,0.9328425,0.45615357,-0.377004,-1.5009383,-1.92588,-1.2331253
happy,1,-53.680695,-50.873928,-48.686882,-44.784554,-39.635326,-37.33202,-38.582695,-40.96972,-43.604385,-44.153877,-41.407417,-40.323677,-40.978844,-41.463722,-41.656284,-41.244534,-40.021168,-41.24383,-43.175896,-44.336082,-46.002625,-46.369892,-46.39231,-46.65913,-47.058254,-48.178318,-49.871414,-48.724873,-48.170033,-48.930717,-49.49473,-49.93861,-48.149044,-46.7544,-46.68057,-47.379086,-49.14799,-48.0947,-46.497276,-45.611,-45.940746,-46.672398,-46.647594,-46.53174,-46.155727,-45.524227,-45.60257,-47.682175,-50.16435,-48.49945,-48.82046,-49.93155,-49.398132,-49.270195,-49.700752,-49.811802,-50.15102,-48.712597,-48.89248,-48.529636,-48.926956,-50.451164,-50.81754,-51.910797,-51.33281,-50.80376,-49.855824,-49.56564,-50.405712,-51.25489,-53.295868,-55.118607,-56.659508,-57.277046,-57.191452,-57.364758,-56.864563,-56.792625,-56.66419,-56.493732,-56.00612,-54.655907,-53.070007,-52.56667,-53.36969,-54.440514,-55.408966,-56.19494,-56.86263,-57.8876,-58.00442,-58.253098,-58.332645,-58.438908,-59.064987,-59.141163,-58.68607,-59.004112,-59.502785,-59.323227,-58.325626,-58.01778,-58.258762,-58.41125,-58.02427,-58.067104,-57.988316,-58.57746,-59.536747,-59.87234,-60.341137,-60.418377,-60.452747,-60.564396,-61.13405,-61.923008,-62.53829,-62.93075,-63.195667,-63.407555,-63.59784,-63.77354,-63.951466,-64.032845,-64.06825,-64.28513,-64.68855,-64.83313,-591.9702,72.971,-6.9058204,4.6451464,0.412864,8.77231,-4.154121,-3.5272965,-8.41551,-5.53817,-10.657866,-7.126158,4.071781,-3.4832249,-5.404792,0.86933583,-2.3556378,-4.450651,-0.5784072,-1.778573,-6.545406,-4.639688,-1.1440252,-3.5678375,-4.9191556,-4.1422744,-3.9449704,-1.951194,-4.340653,-2.6003568,0.009812475,-0.9525536,-3.2019973,-0.6739313,0.55502623,-2.3130927,-2.0368211,-0.4739959,0.7139254,0.7556539
happy,1,-52.343746,-48.71362,-44.67276,-39.643112,-34.528343,-33.94454,-37.08872,-39.238132,-41.418358,-39.848885,-36.95062,-36.35324,-37.07423,-36.812416,-37.729916,-39.039967,-38.78428,-39.749256,-40.360214,-40.292343,-41.762264,-43.18728,-44.254578,-45.436745,-44.939,-44.8248,-45.943497,-45.996124,-46.23769,-46.577892,-46.758015,-46.33757,-45.25106,-44.77439,-44.872948,-44.567604,-45.131905,-44.676098,-43.888035,-43.568787,-43.40404,-43.394073,-44.00337,-44.25217,-43.78616,-43.953857,-43.756775,-43.84878,-45.654434,-46.197884,-46.25455,-46.44216,-47.34425,-47.3997,-47.228924,-47.770496,-46.25934,-45.61404,-46.473045,-45.95494,-47.26418,-47.288963,-47.344826,-47.84566,-47.21381,-47.084053,-46.37441,-45.79704,-45.13847,-45.273468,-46.222996,-48.439697,-51.097862,-52.717983,-53.62294,-53.82503,-53.672024,-53.305527,-53.271225,-52.84224,-52.001625,-51.412926,-50.427208,-49.001305,-48.772182,-49.406452,-49.741394,-51.033367,-52.9958,-53.367252,-53.310066,-53.228718,-54.05496,-54.744347,-55.40807,-55.41363,-54.79945,-54.06425,-54.135014,-54.59773,-55.10928,-55.55035,-55.134445,-54.28333,-53.650482,-53.299225,-53.686512,-54.34165,-55.04562,-55.292786,-55.63248,-55.93614,-56.373856,-57.10474,-57.547977,-58.116764,-59.176952,-60.57638,-61.179466,-61.769115,-62.117107,-62.15815,-62.138027,-62.252995,-62.441036,-62.809513,-63.680965,-63.875122,-554.2307,70.283676,-10.080169,11.619575,-1.2718134,10.0290985,-6.932471,-0.2982609,-9.17895,-6.3009877,-12.87689,-5.1817317,3.789686,-6.8733644,-3.9640012,1.6868478,-3.3288593,-5.559685,0.8023907,-1.9896815,-7.0700197,-2.7475646,-0.67331445,-3.8868592,-5.2827196,-3.932963,-2.8237193,-2.5137646,-5.8452625,-2.6460059,-3.2979717,-2.9057572,-4.4308567,-2.3118117,-2.7097282,-4.369153,-0.90143514,-0.3641155,-1.4369469,1.6491853
happy,1,-54.849556,-50.93925,-46.14643,-39.43229,-34.62299,-34.892952,-40.14218,-41.72402,-41.03218,-39.438046,-37.562733,-37.541164,-38.89761,-38.642273,-38.95323,-39.424843,-39.10558,-40.01242,-41.13891,-41.370026,-43.547325,-44.25951,-44.58528,-45.754898,-45.82668,-46.261635,-48.110714,-47.75036,-47.512447,-47.524292,-46.2701,-45.999695,-46.1033,-46.464275,-45.655262,-44.429443,-44.92571,-45.51677,-46.101562,-45.649292,-44.40471,-45.14672,-45.528034,-45.604588,-45.791466,-46.018185,-46.129555,-46.219395,-47.287884,-47.523014,-47.415497,-48.068157,-48.916416,-48.0831,-48.4216,-48.03714,-47.48784,-47.089317,-47.49537,-47.18296,-48.384613,-49.07577,-49.74605,-49.726868,-49.082294,-48.095905,-47.435093,-46.731514,-46.771122,-47.191296,-48.61174,-51.753635,-53.272278,-54.181103,-54.63011,-53.90427,-53.64058,-53.533497,-53.669807,-54.093685,-53.520313,-52.38668,-51.296535,-51.033974,-51.252323,-52.364563,-52.222244,-52.87936,-53.456303,-54.40941,-55.031815,-55.203125,-55.510937,-55.299545,-55.61345,-55.68379,-55.667374,-55.820034,-55.843445,-55.526657,-55.357586,-55.233814,-55.89727,-55.674065,-54.674904,-54.36847,-54.337784,-55.078274,-55.965405,-56.130665,-56.58086,-57.191666,-57.79263,-58.325474,-58.82936,-59.468872,-60.372234,-61.775337,-62.585308,-63.092297,-63.545696,-63.797546,-63.74545,-63.68144,-63.70548,-64.20893,-65.2835,-65.53516,-568.1388,70.80917,-8.760222,11.967098,-2.972381,10.001247,-8.551406,0.027818175,-9.052507,-6.3288474,-12.138224,-7.093578,1.7016895,-5.7180758,-3.0275192,1.1591638,-2.6721177,-5.5882483,-1.0657128,-1.95952,-6.8103848,-4.4911523,-1.1121565,-2.5702627,-5.15708,-4.7329016,-2.7157762,-2.1995075,-6.433728,-3.5491924,-2.5800996,-2.4217777,-5.1541953,-2.4990623,-2.6673243,-3.7230113,-2.9257798,-1.8580989,-2.6327937,-2.1749992
sad,1,-62.923786,-55.598797,-48.313286,-46.9094,-48.9553,-50.617935,-49.6913,-48.031868,-48.903408,-51.164734,-51.02902,-51.081745,-51.082184,-50.792892,-51.317024,-52.223675,-52.59695,-54.0806,-54.999252,-54.911797,-56.39018,-57.088184,-58.09275,-58.7981,-59.151085,-59.704033,-60.901466,-60.370995,-59.843727,-60.1685,-60.5553,-60.836056,-59.524002,-59.16432,-59.3041,-59.18492,-59.62576,-59.66334,-58.840794,-58.57612,-58.592827,-59.38096,-59.532345,-58.64246,-58.68144,-59.470303,-59.879883,-61.31288,-61.52842,-61.29862,-61.88839,-61.56878,-61.41224,-60.718887,-61.21807,-60.735764,-60.315125,-59.97315,-59.579105,-60.946632,-62.40422,-62.954124,-63.2399,-63.767246,-63.46132,-63.161133,-62.15689,-61.83368,-61.378395,-61.979893,-62.81021,-63.852245,-65.172615,-65.96854,-65.2499,-65.14884,-65.54769,-66.270485,-67.54809,-68.130165,-69.61446,-69.628136,-69.25719,-68.876305,-68.91458,-68.24031,-67.3742,-67.611626,-68.15177,-68.901955,-68.86991,-68.97385,-69.75172,-70.291756,-70.21529,-69.9676,-69.84856,-69.90997,-69.751495,-69.512665,-69.82225,-69.25572,-68.14938,-68.13137,-68.18215,-68.475464,-68.74802,-68.79652,-68.80181,-68.67039,-68.769714,-69.282104,-69.35817,-69.77613,-70.717575,-71.748,-72.546394,-73.50792,-74.2233,-74.421906,-74.572075,-74.732635,-75.01986,-75.377266,-75.720055,-76.14726,-76.40036,-76.43687,-715.8727,74.985306,2.9195237,11.441712,6.960729,13.466071,-6.72605,4.7315598,-6.0603504,-5.0608444,-7.6180463,-3.5482144,-1.2796025,-3.5052686,1.5040185,-1.6673055,-4.6470814,-1.3987219,0.42264083,-3.067516,-3.5612204,-3.6089149,-2.360362,0.18047138,-3.6961973,-3.8520033,-1.9938285,-0.618229,-4.460588,-2.0738497,-0.55384487,-2.504821,-2.6100934,-1.668118,-0.905493,-1.8386656,-1.747307,-1.3653859,-1.9686564,-1.5951756
sad,1,-61.22814,-52.54969,-47.125275,-48.766216,-51.201714,-50.06456,-49.26718,-50.004726,-50.364365,-50.766953,-51.006596,-51.087044,-51.042946,-51.262257,-52.767597,-53.101616,-53.302788,-56.045906,-56.670208,-56.223396,-58.358845,-59.299942,-59.67087,-60.010647,-60.161568,-60.68227,-62.338764,-61.58201,-60.68386,-61.638382,-61.63397,-61.612644,-61.309166,-60.943924,-59.47727,-59.440998,-60.73742,-60.569828,-60.47997,-59.96658,-59.75186,-60.071747,-59.984592,-60.983448,-60.248436,-60.812256,-60.916008,-61.449287,-62.866676,-62.66746,-62.86336,-64.026535,-63.707474,-62.93125,-63.04285,-62.706615,-61.972645,-61.30216,-61.13877,-62.1279,-63.165848,-63.99326,-64.15961,-64.50013,-63.982445,-63.846565,-63.21436,-63.508,-63.45798,-63.634224,-64.66257,-65.701805,-67.04026,-68.2427,-68.13875,-66.80015,-66.386154,-67.17768,-68.22215,-69.55423,-70.53614,-70.86099,-70.70679,-70.41809,-70.29444,-70.103874,-69.50293,-69.54805,-70.326515,-71.13031,-71.36015,-71.383545,-72.22439,-72.25249,-72.30881,-71.856026,-71.59628,-71.80055,-71.89928,-71.47742,-71.210106,-70.65745,-70.09553,-70.19688,-70.466934,-70.70895,-70.990204,-71.04049,-70.81776,-71.21835,-71.44089,-71.95345,-72.4585,-72.90961,-73.330956,-74.03968,-75.12555,-75.8486,-76.103676,-76.084526,-76.15954,-76.56894,-76.83112,-77.24879,-77.51519,-77.93784,-78.53884,-78.63388,-732.4855,80.96551,3.486698,13.031231,8.979398,14.107941,-4.78729,6.040529,-4.208775,-5.1626196,-7.1502514,-4.6642747,-0.31327268,-2.1768177,-0.45821705,-1.0323429,-2.9702647,-0.028320562,0.24600035,-1.661396,-2.221555,-1.8605201,-1.1843706,1.2160261,-3.4273987,-3.7494133,-0.9461189,0.095698066,-3.8884897,-1.7439624,0.07629956,-2.0458457,-1.9808116,-1.1088154,-1.72343,-1.6846809,-0.90431035,-0.77341145,-1.7357408,-1.7303205
